Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,San Juan Water District,Stage,Yes,1061,1936,0,NULL,AF,,32733,334,,,345728364,630848363,334.5,0.95,No Correction,Sacramento River,610.3
15-Jun,06/01/2015 00:00,San Lorenzo Valley Water District,2,Yes,43733300,56037700,-99999,NULL,G,,19000,72.9,,,43733300,56037700,72.9,0.95,No Correction,Central Coast,93.4
15-Jun,06/01/2015 00:00,San Luis Obispo  City of,1,Yes,425.99,532.3,-99999,NULL,AF,,45802,60.05,,"On June 2, 2015, the SLO City Council declared a drought emergency and adopted a drought response strategy to reduce water use at or above the State Water Boards requirements.",138809449,173450715,60.6,0.6,No Correction,Central Coast,75.7
15-Jun,06/01/2015 00:00,Sanger  City of,Stage 3,Yes,178.372,206.153,-99999,NULL,MG,,25664,132.28,Continuing a strong educational approach.,Our new smart water meters and leak detection units are installed and staff is learning how to better identify leaks and water wasters. We have placed a large banner across the main street with water restriction information and we are utilizing our robo-call function to further educate the public.,178372000,206153000,136.7,0.59,No Correction,South Coast,158
15-Jun,06/01/2015 00:00,Santa Ana  City of,Phase 2,Yes,2898.4,3565.3,-99999,NULL,AF,"Indirect Potable Reuse allocation for Monthly State Water Usage Report Groundwater Replenishment System (GWRS) Indirect Potable Reuse =  786.8 (June 2015) Adjusted Total Monthly Water Production-IPR (.67) =   2,112.10 AF Adjusted GPCD-IPR=  46.30 ",332005,63.55,,"Phase 2 Water Supply Shortage- JUNE 2, 2015 1. Watering lawn, landscape, or other turf areas shall be modified to prohibit watering more often than two days per week or Mondays and Thursdays.  Such areas shall only be watered between the hours of 6:00 p.m. and 6:00 a.m.  This provision shall not apply to commercial nurseries and golf courses. 2. It is prohibited to water lawn, landscape, or other turf areas of commercial nurseries or golf courses more often than every other day and watering shall only occur between the hours of 6:00 p.m. and 6:00 a.m.  There shall be no restriction on watering utilizing reclaimed water. 3. It is prohibited to use water from fire hydrants except for firefighting and related activities.  Other uses of water for municipal purposes shall be limited to activities necessary to maintain the public health, safety, and welfare. 4. No customer shall make, cause, use, or permit the use of water for any purpose in excess of the applicable percentage of the amount used in the customerês premises during the corresponding billing period of the base year as set by council, such percentage to be determined by City council and set forth in the resolution declaring Phase 2 water supply shortage.  There shall be no restriction on the use of reclaimed water under this provision. 5. All leaks, breaks, or other malfunctions in the water userês plumbing or distribution system must be repaired within forty-eight (48) hours of notification by the City, unless other arrangements are made with the City. 6. Re-filling of more than one foot and initial filling of residential swimming pools or outdoor spas with potable water is prohibited. ",944447776,1161758093,63.5,0.67,No Correction,South Coast,78.1
15-Jun,06/01/2015 00:00,Santa Barbara  City of,3,Yes,805.59,1359.38,-99999,NULL,AF,Approximately 14 AF of the City's June 2015 monthly production was sold to agriculture.,93091,66,"If we have enough information about the complaint (location & issue) we follow up on every complaint with either a drive-by, phone call, door hanger, or in person contact. We are still working to follow up on 12 water waste complaints for the month of June.","On May 5, 2015 the City enacted a Stage 3 Drought Condition, including minor changes to the Stage 2 Drought regulations to make sure they align with the mandatory State regulations. The City's water conservation target is a 25% reduction, based on local water supply conditions. As of June 2015, our cumulative water savings is 26%. In addition, new water rates will take effect July 1, 2015. These rates increase dramatically from current rates, as they include the cost to bring the City's desalination plant back online in response to drought related supply shortage. The City expects further conservation from water users in response to the new drought rates. ",262502651,442955913,65.8,0.7,No Correction,Central Coast,111
15-Jun,06/01/2015 00:00,Santa Clara  City of,3,Yes,499,705.5,137,NULL,MG,R-GPCD: Residential Sales / Population / Days in month. Based on sales data Residential sales: 233 MG Population: 120973 (updated with Dept.of Finance data) Days in June: 30,120973,64.2,,,499000000,705500000,67.8,0.493,No Correction,San Francisco Bay,95.8
15-Jun,06/01/2015 00:00,Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,220,325.2,-99999,NULL,MG,"The City's non-revenue water was last estimated in 2014 to be approximately 10 percent of total potable water production, which includes real losses, apparent losses, and authorized unbilled consumption. The reported R-GPCD excludes an estimated 8,500 people from the estimated total population served because they reside at the UC Santa Cruz campus, which is classifed as a CII (non-residential) customer. Percent residential use includes consumption on dedicated irrigation accounts which are classified separately from residential customers but are associated with and serve large residential complexes, such as apartments and home-owner associations.     ",95224,46.9,"The City has a LEAK-LINE for the public to report violations and receives such reports in person, over the telephone, by email and other sources.  We have two dedicated water waste enforcement staff patrolling the service area, in the am hours, seven days a week, for violations of outdoor water restrictions.  In the case of formal warning actions, customers are given a period of 2 weeks as an opportunity to resolve/correct  the situation or else they are subject a penalty of $100 for a  second violation, $250 for a third, and $500 for a fourth, with the possiblity of a flow restrictor and/or termination of service.  Large customers, defined as using more than 1,000,000 gallons per year, water waste penalties are 3 times the amount listed above. In June, 2015, no penalties were issued for violations of outdoor water restrictions. The 649 fines listed above represent  the number of residential accounts that received excessive use penalties for exceeding their monthly allotment in June, representing 3 percent of all residential accounts.   Residential and dedicated irrigation accounts are rationed and have no restriction on the number of days watering is allowed; CII accounts are restricted to one day per week. ",,220000000,325200000,42.7,0.554,No Correction,Central Coast,63.1
15-Jun,06/01/2015 00:00,Santa Fe Irrigation District,Level 3,Yes,808.2,1288,64.1,NULL,AF,,19386,373,,,263353123,419696638,380.4,0.84,No Correction,South Coast,606.2
15-Jun,06/01/2015 00:00,Santa Fe Springs  City of,phase 1,Yes,463,619.47,-99999,NULL,AF,,18199,74.6,investigated reports but did not find water waste taking place.,Added additional restrictions in conjunction with phase 1 restrictions.  Conservation fliers have gone out to educate customers.,150869211,201855183,74.6,0.27,No Correction,South Coast,99.8
15-Jun,06/01/2015 00:00,Santa Margarita Water District,Stage 2,Yes,2164.1,3010.3,653,NULL,AF,"The Center for Demographic Research (CSU Fullerton) estimates every water districtês population for January of every year based off the State Dept. of Financeês numbers for total population of Orange County. The report provides a population estimate for only January of each year. To extrapolate this data, the additional residential dwelling units added every month after January will be added to the total population at a 1:1 rate. The Center for Demographic Research has not released the 2015 population number at submittal of this report. 2015 population numbers will be updated once the updated number is received. Total June 2015 Residential Potable Meter Sales = 1,382.0 AF June 2013 Population = 153,859 Total June 2013 Residential Potable Meter Sales = 1.686.0 AF June 2013 residential usage: 61.8% June 2013 ETo was 6.07 inches with an average temperature of 66.1 degrees and 0.07 of precipitation. June 2015 ETo was 5.75 inches with an average temperature of 68.8 degrees and 0.0 of precipitation. * Weather data provided by CIMIS station #75 The non-revenue water number was derived by taking 4% of the total amount purchased from MWDOC in June 2015. The recycled water number is the amount of recycled/reclaimed water sold (not produced) in the given month. Water waste calls are received in customer service but not calculated individually. Customer Service currently revising call classification so that this will be reported on.",154974,96.9,"In June 2015, forty-five customers received site surveys and the District notified twenty-six customers of potential water leaks on the customerês side of the meter. Nine ordinance violations were observed and reported to the customer via a door-hanger and/or direct mail","Under the Districtês outreach and communications plan, it was established that the External Affairs and Water Use Efficiency teams will contribute to the goal through 6 elements: a) Direct-to-homeowner/resident outreach in high-use areas including with rebates; b) Creating district-wide awareness of the need to reduce outdoor water use by 50%; c) Creating and implementing a program of high-profile awards to homeowners and HOAs that contribute significantly to the goal; d) Increased community event presence e) Providing information through the WaterSmart program; and,  f) Focusing all existing communication vehicles on reduction messages Additionally the District is working on significant recycled water conversion projects and installation of automated meters for high-use irrigation accounts.    ",705175073,980910551,96.9,0.639,No Correction,South Coast,134.8
15-Jun,06/01/2015 00:00,Santa Maria  City of,1,Yes,1125,1375,0,NULL,AF,"City potable water used to fight regional forest fires outside our service area, including Mesa, Lake, Park Hill, and Ridge Fires.",102087,83,4 customers shut off for wasting water,Give water leakers one week to fix their leak or call to work with us.  Changed how we tag customers with leaks.  Increased overtime for staff working on the drought.,366582855,448045712,82.6,0.69,No Correction,Central Coast,100.9
15-Jun,06/01/2015 00:00,Santa Monica  City of,2,Yes,319.8,409.8,5.5,NULL,MG,"This is an amended report to add responses under Additional Information.  It should be noted that we took several of the other actions listed, but the actions taken we before before April 2015.  Please note that the value for Commercial, Industrial, and Institutional Water (CII) usage for June 2015 is the average of CII billing for May and June 2015 and should be considered an estimate. We are not able to discern exact consumption for a segment of customers for a single month because our meter reading is bi-monthly.",92185,76.3,Complaint hotline and email established. Two staff actively patrol and enforce water waste violations weekly.,,319800000,409800000,76.3,0.66,No Correction,South Coast,97.8
15-Jun,06/01/2015 00:00,Santa Paula  City of,2,Yes,337.25,483.87,-99999,NULL,AF,,30009,80,,,109893394,157669730,79.4,0.6504,No Correction,South Coast,113.9
15-Jun,06/01/2015 00:00,Santa Rosa  City of,1 - Mandatory,Yes,577228022,655669334,-99999,NULL,G,,170974,80,"If multiple attempts to educate customers on water waste practices is unsuccessful and the water waste continues, the City will shut off the water supply to that customer.","The City continues to implement its multi-faceted conservation programs for all customer classes. In June 2015, the City participated in the weekly Farmerês Market - educating hundreds of citizens on water saving tips, City conservation rebate programs, and providing hose shut off nozzles and sink aerators at no charge.",577228022,655669334,79.9,0.71,No Correction,North Coast,90.8
15-Jun,06/01/2015 00:00,Scotts Valley Water District,1,Yes,32726825,47432970,7488534,NULL,G,,10509,72,"No fines issued, contacted customers corrected problems",,32726825,47432970,72.7,0.7,No Correction,Central Coast,105.3
15-Jun,06/01/2015 00:00,Seal Beach  City of,phase 1,Yes,296,379,0,NULL,AF,NA,25561,61.75,Na,NA,96452022,123497691,61.8,0.491,No Correction,South Coast,79.1
15-Jun,06/01/2015 00:00,Serrano Water District,2,Yes,191.6,346.6,0,NULL,AF,,6641,298.9,Serrano Water District has now instituted as of June 1st a reduced water allocation by 36% across the board for all user and user types as well as a Drought Penalty Surcharge if the water use exceeds the new allocation.,Serrano Water District offers a Concierge Water Conservation assistance to all customers to assist in reprogramming sprinkler timers and other water reduction measures.  Serrano Water District has now instituted as of June 1st a reduced water allocation by 36% across the board for all user and user types as well as a Drought Penalty Surcharge if the water use exceeds the new allocation.,62433133,112940105,299,0.954,No Correction,South Coast,540.8
15-Jun,06/01/2015 00:00,Shafter  City of,3,Yes,149,209,0,NULL,MG,"City services are not fully-metered to date so assumptions were made to estimate the percentage of water use for the residential sector.  Total residential usage is the sum of estimated single family and multi-family units.  The approximate number of single family connections of 4,200 was multiplied by the average June usage of 20,000 gallons per connection.  The approximate number of multi-family connections of 1,200 was multiplied by the average June usage of 1,200 gallons per unit.   The current estimate of residential usage for June is 85 MG.  The population served was increased by 600 to account for the re-activation of the Cityês Modified Community Correctional Facility which had not been operating in 2013.",19100,149,"On June 24, 2015, the City Council adopted an outdoor watering schedule that assigns days and time of day limits.  Each customer is allowed three days per week to water during the hours of 9:00 p.m. to 9:00 a.m.  A tiered fine schedule for repeat violations was also approved for future enforcement.",http://www.shafter.com/322/Water-Conservation-Information ,149000000,209000000,148.2,0.57,No Correction,Tulare Lake,207.9
15-Jun,06/01/2015 00:00,Shasta Lake  City of,Stage 4,Yes,58294900,93745400,-99999,NULL,G,,10020,148.41,,,58294900,93745400,149.3,0.77,No Correction,Sacramento River,240.1
15-Jun,06/01/2015 00:00,Sierra Madre  City of,3,Yes,169.4,252.91,0,NULL,AF,,11094,160.87,,,55199232,82411084,160.9,0.97,No Correction,South Coast,240.2
15-Jun,06/01/2015 00:00,Sonoma  City of,Stage 2,Yes,158.765,232.33,0,NULL,AF,,11579,112.57,,,51733802,75705062,112.6,0.756,No Correction,San Francisco Bay,164.8
15-Jun,06/01/2015 00:00,Soquel Creek Water District,3,Yes,90.74,139.074,0,NULL,MG,"Percent residential use, R-GPCD and CII water is calculated assuming an unmetered water use and water loss rate (non-revenue water) of 9.4%.  CII water is the estimated monthly production volume attributed to all CII users.  Population is updated monthly based on SWRCB guidance.",39054,57,"Mandatory Restrictions:  Our District has declared a Stage 3 Water Shortage Emergency with a curtailment target of 25% over 2013 consumption.  In this Stage, we are actively enforcing compliance with all applicable restrictions including our Water Waste Ordinance (always in effect), our Stage 3 requirements, and the Stateês Emergency Regulations.  We have a dedicated water waste enforcement staff member who responds to customer and field staff reports of water waste.  Outdoor Irrigation: We do not have restrictions regarding watering days; however, we prohibit overhead spray irrigation seven days a week from 10 a.m. to 8 p.m.  We encourage all customers to irrigate efficiently and our large landscape accounts have been issued site-specific water budgets that reflect efficient irrigation.  These accounts receive a monthly report showing how their irrigation use compares to their budget. ","We've had several of these actions in place prior to April 1, 2015, including:  use of behavioral modification programs (WaterSmart and Waterfluence); use of automated meter reading which has enhanced our leak notification program; and increased conservation program scope in which we've focused on commercial food service and hospitality conservation.",90740000,139074000,57,0.736,No Correction,Central Coast,87.4
15-Jun,06/01/2015 00:00,South Coast Water District,Level 2 - Water Supply Warning,Yes,438.5,635,98.1,NULL,AF,,34992,91.9,"June Enforcement Actions:  Courtesy Notice Door Hangers: 26 issued to inform homeowners of excessive runoff, using irrigation outside of designated days and hours, etc.  Warning Letters: 404 issued for residential water leaks.  First Notice of Non-Compliance Letters: 48 Issued.  Second Notice of Non-Compliance Letters (includes $100 non-compliance charge); 26 Issued.  On 5/28/15 the Board of Directors revised Ordinance 206 regarding penalties associated with non-compliance. Full text available at: http://www.scwd.org/civica/filebank/blobdload.asp?BlobID=5458","Water Saver of the Month Award: Created to recognize residential customers who have made tangible contributions to conserving potable water. Recipients receive a $500 award. Media coverage appears in local papers and the monthly District newsletter.  June Conservation Activities:  Top 20 Irrigation Users: Working on near-term conversion to recycled water. Meeting with each site on conversion process.  Top 50 Water Users: Board member & department head (teams of two) meeting with each customer discussing conservation strategies and provide monthly water usage data charts.  Leaks: Providing free in-home consultation services to customers asking for assistance with identifying source of their leak.  Tier 4/5 Customers: Providing WaterSmart comparison of monthly water usage compared to 2013.  High-efficiency Toilet: 35 installed; 41 replacements approved; 78 pending.  Turf-Residential: 7,329 SF replaced w/artificial; 79,988 SF pending. Turf-Commercial/HOA: 256,440 SF pending.",142885851,206915656,91.9,0.675,No Correction,South Coast,133
15-Jun,06/01/2015 00:00,South Feather Water and Power Agency,2,Yes,180,237,-99999,NULL,MG,,16348,205,,,180000000,237000000,238.6,0.65,No Correction,Sacramento River,314.1
15-Jun,06/01/2015 00:00,South Gate  City of,Stage 1,Yes,667,805,-99999,NULL,AF,,96057,67,,,217342902,262310399,67.9,0.9,No Correction,South Coast,81.9
15-Jun,06/01/2015 00:00,South Pasadena  City of,stage II ,Yes,297.27,422.03,-99999,NULL,AF,,25899,93,,,96865854,137519078,93.5,0.75,No Correction,South Coast,132.7
15-Jun,06/01/2015 00:00,South Tahoe Public Utilities District,1,Yes,180.534,239.5,0,NULL,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. Lukins Water Co received .236mg wholesale water Subtracted from TWP",33124,94.47,,,180534000,239500000,98.1,0.54,No Correction,North Lahontan,130.1
15-Jun,06/01/2015 00:00,Stockton  City of,1,Yes,825.19,1397.07,-99999,NULL,MG,,177808,109.83,,,825190000,1397070000,109.8,0.71,No Correction,San Joaquin River,186
15-Jun,06/01/2015 00:00,Suburban Water Systems San Jose Hills,CPUC Rule 14.1,Yes,2137.72,2886.5,82.99,NULL,AF,,178500,92.19,,,696579113,940570144,92.2,0.7087,No Correction,South Coast,124.5
15-Jun,06/01/2015 00:00,Suburban Water Systems Whittier/La Mirada,CPUC Rule 14.1,Yes,1661.21,2249.97,-99999,NULL,AF,,115000,107.08,,,541307649,733155935,107.1,0.6825,No Correction,South Coast,145
15-Jun,06/01/2015 00:00,Suisun-Solano Water Authority,2,Yes,105.4,140.4,0,NULL,MG,SSWA is on a bimonthly billing cycle and is unable to accurately submit PRU and CII data for the month of June 2015 at this time. The residential and CII data submitted in this report is from June 2014 usage. This report will be revised in August 2015 to reflect a more accurate usage of residential and CII.,28549,100.9,,,105400000,140400000,100.9,0.82,No Correction,San Francisco Bay,134.4
15-Jun,06/01/2015 00:00,Sunny Slope Water Company,2,Yes,122388,171784,-99999,NULL,CCF,,30611,85,"A seasonal (May billing cycle to October billing cycle) rate increase was implemented.  Operators patrol and report water usage or leaks during peak hours, and leave water conservation door hangers.  Odd-numbered addresses may water Tuesdayês and Fridayês, and even-numbered addresses may water Mondayês and Thursdayês.  No watering in a manner that causes excess runoff.  No watering between the peak hours of 9 A.M. through 6 P.M.","Customer outreach regarding new water mandates & workshops (in multiple languages): emails, letters, message on bills, flyers posted in City Hall, & on company website ; free toilet tank leak detecting tablets & water-efficient shower-heads are available ; educational materials regarding water conservation are available ; synchronized outdoor watering schedule days with neighboring cities (Temple City, San Gabriel, and San Marino).  Any hangers or water waste reported are sent to the city for code enforcement.",91552582,128503356,85,0.8527,No Correction,South Coast,119.3
15-Jun,06/01/2015 00:00,Sunnyslope County Water District,Stage 2,Yes,58160740,89098020,0,NULL,G,,19189,91.7,,Door hangers are being distributed to every customer in the District outlining the emergency regulations adopted by the District.  This is a follow up to a water bill insert and articles in the local news paper.  Door hanger distribution is approximately 25% complete and is expected to be completed in the month of July.,58160740,89098020,91.7,0.908,No Correction,Central Coast,140.5
15-Jun,06/01/2015 00:00,Sunnyvale  City of,Stage 1 w/ 30% reduction,Yes,1389,2157,113.25,NULL,AF,,148028,64.8,,,452607632,702861528,64.8,0.636,No Correction,San Francisco Bay,100.7
15-Jun,06/01/2015 00:00,Susanville  City of,None,No,89.558,118.126,-99999,NULL,MG,,8978,231.6,,"Along with the states restrictions, the city adopted an emergency ordinance to allow watering only 3 days a week. Mon., Thurs., & Sat. for even numbered addresses. Tues., Fri., & Sun. for odd numbered addresses. No watering on Wed. ",89558000,118126000,231.6,0.6966,No Correction,North Lahontan,305.5
15-Jun,06/01/2015 00:00,Sweetwater Authority,Stage 2,Yes,1529.1,2054.4,-99999,NULL,AF,,189970,62.21,,,498259417,669429172,62.2,0.7115,No Correction,South Coast,83.6
15-Jun,06/01/2015 00:00,Sweetwater Springs Water District,1,Yes,61.2,86,-99999,NULL,AF,"The CII estimate is based on the residential use estimate of 83% and uses production, not deliveries.  It that is not adequate, please let me know.  The District has bimonthly  billing and would never get this correct using our billing system.  However, an additional improvement might be adding system losses (estimated at 21% for June) to get to delivered water.  ",7727,71.4,,,19942107,28023223,71.4,0.83,No Correction,North Coast,100.3
15-Jun,06/01/2015 00:00,Tahoe City Public Utilities District,2,Yes,35320152,62498294,-99999,NULL,G,"The Tahoe City Public Utility District is a resort community with a very high transient and second home population. It is not equitable to use traditional methods to estimate population within our service area, as our population that uses water fluctuates monthly, weekly and daily in some cases. Instead of simply using the average population as determined by our 2010 UWMP, TCPUD has estimated monthly population relative to changes in sewer flows within our service area. This provides a more accurate estimate of the population density using water during a given month and we have applied this data to our estimated base full time population which occurs in the month of November. The result is a more equitable distribution of monthly water use among all types of residential users, not just the relatively low full time population. ",9354,93.1,June 2015 Actions:  425 First Violation letters sent to customers exceeding their monthly target reduction for June.  310 First Violation letters sent for customers whose meters showed a potential customer side leak.  ,June 2015 Actions:  1772 workshop invites sent 133 phone calls received 51 emails received 1003 web users of the water conservation calculator 191 TCPUD conservation website visits 21 walk in customers regarding conservation 19 conservation rebated processed 50 water conservation kits distributed   ,35320152,62498294,93.1,0.74,No Correction,North Lahontan,164.8
15-Jun,06/01/2015 00:00,"Tehachapi, City of",Stage 2,Yes,188.811,289.416,0,NULL,AF,,8839,118.93,,,61524334,94306617,113.7,0.49,No Correction,Tulare Lake,174.3
15-Jun,06/01/2015 00:00,Thousand Oaks  City of,Level 2,Yes,862.1,1250.5,-99999,NULL,AF,"The City bills bi-monthly, so the commercial/industrial/institutional water usage is an approximate value.",51609,124.99,,,280916515,407477209,125,0.6889,No Correction,South Coast,181.3
15-Jun,06/01/2015 00:00,Torrance  City of,level 2,Yes,1277,1772,193,NULL,AF,,105086,75,,,416112272,577408729,75.2,0.57,No Correction,South Coast,104.4
15-Jun,06/01/2015 00:00,Trabuco Canyon Water District,2,Yes,217,293,32,NULL,AF,,13175,92,,Commercial Agricultural Water = 16 AF (District is choosing to not certify ag use at this time). Commercial ag users have implemented a plan to use recycled water as it becomes available.,70709760,95474468,91.2,0.51,No Correction,South Coast,123.2
15-Jun,06/01/2015 00:00,Tracy  City of,IV,Yes,1387.135,2062.29,0,NULL,AF,,85146,127,3 Notice of Violation letters mailed.,"Due to the increased reports of alleged violations from the general public and the limited staff we are finding that the 72 hour to respond is being exceeded.  While we have begun the process to hire part-time staff to meet the increased reports of violations received, it is still very difficult to enforce consistently and within the parameters set.",451999919,672000139,127.4,0.72,No Correction,San Joaquin River,189.4
15-Jun,06/01/2015 00:00,Triunfo Sanitation District / Oak Park Water Service,1,Yes,177,269,131,NULL,AF,,12200,140,,"Calleguas (wholesaler) Res. No. 1865 - Stage 4 Shortage & Implementing a Water Supply Allocation Program (WSAP). Metropolitan Water District, Apr. 14, 2015 Declares a Regional Shortage level 3 Effective July 1, 2015 - including allocation surcharges.",57675703,87654034,140.2,0.89,No Correction,South Coast,213.1
15-Jun,06/01/2015 00:00,Truckee-Donner Public Utilities District,4,Yes,129835000,198856454,-99999,NULL,G,"The TDPUD has incorporated a modified methodology for calculating total population served, utilizing published data from the 2010 Census and the CA Department of Finance estimated household population numbers for the Town of Truckee.  The detailed description has been submitted to the SWRCB for review and is available upon request.",32776,103,,,129835000,198856454,103,0.78,No Correction,North Lahontan,157.7
15-Jun,06/01/2015 00:00,"Tulare, City of",3,Yes,492.8,684.8,-99999,NULL,MG,,62363,144.8,,Held Town Hall meeting on state-mandated water use regulations and conservations programs. Increased marketing and advertisement outreach programs,367700000,587700000,144.9,0.55,No Correction,Tulare Lake,201.3
15-Jun,06/01/2015 00:00,Tuolumne Utilities District,Phase III of IV,Yes,362,507,-99999,NULL,AF,"TUD reads customer meters bi-monthly.  We are reporting a best estimate of the monthly use by this sector.   Prior to June 2015, TUD used use figures reported in the Urban Water management Plan to arrive at a general annual average percent of residential water. The values reflected in June 2015 however, are now derived using the Estimating Percent Residential Use (PRU) format outlined in the Reporting Guidanceê provided by your agency on July 8th, 2015.  ",28997,68,,,117958217,165206673,69.2,0.51,No Correction,San Joaquin River,96.9
15-Jun,06/01/2015 00:00,Turlock  City of,2,Yes,604.2774,748.1345,-99999,NULL,MG,,71181,152.79,,,604277400,748134500,152.8,0.5399,No Correction,San Joaquin River,189.2
15-Jun,06/01/2015 00:00,Tustin  City of,Stage 2,Yes,867.6,1194.8,-99999,NULL,AF,CII use estimated. Billing cycles are bimonthly. Non-revenue water is estimated at 6%,67700,123,2 pre-citations issued by water code enforcement officer,"Allocated $100,000 to turf removal program",282708698,389327285,123.9,0.89,No Correction,South Coast,170.6
15-Jun,06/01/2015 00:00,Twentynine Palms Water District,Stage 2,Yes,249.454,298.701,-99999,NULL,AF,,18795,122,,,81284942,97332147,122.5,0.85,No Correction,Colorado River,146.7
15-Jun,06/01/2015 00:00,Ukiah  City of,2,Yes,90.6,124.3,0,NULL,MG,,16075,114,,,90600000,124300000,114.6,0.61,No Correction,North Coast,157.2
15-Jun,06/01/2015 00:00,Vacaville  City of,3,Yes,1350,2105,0,NULL,AF,"Effective this reporting month non-revenue water (system loss of 5%) has been excluded to more accurately reflect residential use. Percent of total water consumption going to residential only remains 93% as previously reported, but percent of total water production going to residential only is actually 88% which is what has been submitted in this report.  ",86893,149.13,,,439899426,685917254,148.5,0.88,No Correction,Sacramento River,231.6
15-Jun,06/01/2015 00:00,Valencia Water Company,1B,Yes,2282.4,3398.02,60.33,NULL,AF,,118224,104.41,,,743723297,1107249666,104.4,0.4979,No Correction,South Coast,155.4
15-Jun,06/01/2015 00:00,Vallecitos Water District,Level II,Yes,1225.9,1781.2,-99999,NULL,AF,,95055,84.6,"Water waste patrols started May 11. Customers with their first violation received a phone call, the 2nd violation will result in a formal warning letter and the 3rd violation will result in a penalty. The fee schedule is outlined in our drought ordinance",,349671166,527879312,87.4,0.624,No Correction,South Coast,127
15-Jun,06/01/2015 00:00,Vallejo  City of,Elements of State II and III by ordinance,Yes,429.487,588.598,-99999,NULL,MG,"Landscape water irrigation is included in the Commercial, Industrial, and Institutional water category above.",124000,76.2,"The City if enforcing its existing Wasteful Water Use Prohibition Ordinance and its new Ordinance No. 1708 N.C. (2d), related to drought restrictions and penalties, which went into effect on June 11, 2015. Enforcement actions include performing windshield surveys and following up on all water waste advisories with review against restrictions, site inspections, customer education, and distribution of water-saving devices.  In the month of June 2015, 29 of the 73 advisories were either unverifiable or were not violations.  City staff hung 42 door hangers, and sent out two letters of violation.  To facilitate the receipt of citizen water waste advisories, the City has a hotline and has expanded the use of SeeClickFix.  A variety of media are used for customer outreach.  The new ordinance provides an additional enforcement tool _ administrative citation and penalties.","All City fountains have been turned off and watering reduced.  On May 12, 2015 the City Council adopted Ordinance No. 1708 N.C. (2d) which became effective June 11, 2015.  The new ordinance limits watering to a specific 3 days per week based on street number address, and prohibits the use of water fountains and features using potable water.  The ordinance also includes all previous restrictions adopted in August 2014 in compliance with the 2014 state emergency drought regulation.  This includes a restriction that no outdoor irrigation of ornamental landscapes or turf with potable water is permitted between the hours of 9:00 a.m. and 6:00 p.m., except for drip irrigation, soaker hoses and hand watering.  Public information and education efforts are ongoing.",429487000,588598000,76.2,0.66,No Correction,San Francisco Bay,104.4
15-Jun,06/01/2015 00:00,Valley Center Municipal Water District,Stage 2,Yes,2253.7,3170.2,-99999,NULL,AF,,25394,108.6,The District is patrolling all hours of the day to ensure that customers are complying with the District's watering restrictions.,The District's June 2015 Domestic production decreased 39.1% from June 2013 production.,201213256,305778979,190.9,0.198,No Correction,South Coast,268.5
15-Jun,06/01/2015 00:00,Valley County Water District,Stage 1,Yes,614.818,797.282,-99999,NULL,AF,,71003,62.92,,,200339323,259795477,63,0.67,No Correction,South Coast,81.7
15-Jun,06/01/2015 00:00,Valley of the Moon Water District,2,Yes,242.27,314.11,-99999,NULL,AF,,23478,74.49,"Doortag, follow-up letter, and phone call",,78944025,102353192,74.5,0.665,No Correction,San Francisco Bay,96.6
15-Jun,06/01/2015 00:00,Valley Water Company,Allocation,Yes,272.4,389.5,-99999,NULL,AF,,9900,263,,,88761929,126919131,263,0.88,No Correction,South Coast,376.1
15-Jun,06/01/2015 00:00,Vaughn Water Company,2,Yes,338668079,508427122,-99999,NULL,G,"Our (R-GPCD) for the month of June 2015 is calculated as follows. 10,207 total connections in June 2015 x 3.01 people per connection= a population of 30,723. 96% of the 338,668,079 gallons produced = 325,121,356 gallons used by residential customers. 325,121,356 gallons used by residential customers in June 2015/30,723 population/30 days= 352.74 (R-GPCD).",30723,352.74,A few of the (75) complaints consisted of possible meter/coupling leaks as well as customer sprinkler leaks and possible leak investigations. All (75) complaints were investigated and corrected within the same day of the complaint. Of the (75) complaints (42) were customers wasting water and or watering on days when they shouldn't be. Those customers were informed of the outdoor irrigation watering schedule.,,338668079,508427122,352.7,0.96,No Correction,Tulare Lake,529.6
15-Jun,06/01/2015 00:00,Ventura County Waterworks District No 1,2,Yes,908.7,1236.4,43,NULL,AF,,38703,140.5,,"Mailed Prop 218 Notice to customers on June 26, 2015 regarding allocation reduction, rate increase, implement surcharge, and requirement for agricultural customers to recertify their agricultural service.  Proposed changes will be heard before the County Board of Supervisors August 11, 2015.",296101192,402882704,140.5,0.551,No Correction,South Coast,191.2
