Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Nov,11/01/2015  00:00:00,Golden State Water Company Bell-Bell Gardens,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,363.7,407.8,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,57934,52,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,11.7,AF,"28,642,340", 51.7 ,75.8,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,374.9,389.4,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,65492,49,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"24,210,761", 49.1 ,78.9,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,337.8,403.9,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,31209,62,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"66,082,669", 61.8 ,52.6,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,341.1,386.6,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,44466,56,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,17.4,AF,"28,903,022", 56.0 ,67.2,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Upland  City of,High,Yes,561996,634395,CCF,Percent residential use is based on the billing data for the previous year.  Upland's billing schedule is every 2-months.  The population estimate was based on the 1/1/2014 Dept. of Finance increased by 0.7% (Adjustment 2013-14 percent change.,75670,131,,,293595,CCF,"121,916,758", 131.5 ,71,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Simi Valley,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,411.8,569.2,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,43351,76,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"28,707,511", 76.4 ,74,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Southwest,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,2167.2,2343.5,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,271677,59,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,36.8,AF,"211,021,384", 59.4 ,68.5,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company West Orange,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,1076.5,1247.1,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  Indirect Potable Reuse (IPR) allocated to Golden State Water Company for October 2015 by OCWD is 636.3 AF of which 390.7 AF has been prorated to the West Orange System. For November 2015, the Total Monthly production was 1,076.5.8 AF of which approximately 390.7 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for November 2015 is 685.8 AF and the adjusted GPCD is 39 ",111904,64,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"119,359,378", 63.5 ,60.8,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Grover Beach  City of,3,Yes,92.27,139.63,AF,,13156,62.46,,,,AF,Null, 62.5 ,82,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Coachella  City of,Stage 3,Yes,149.5,184,MG,,43917,79.4,,,0,MG,"26,910,000", 79.4 ,70,No Correction,Colorado River,
15-Nov,11/01/2015  00:00:00,Compton  City of,1,Yes,525,620,AF,,81963,48.7,,,0,AF,"51,484,525", 48.7 ,70,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Valley Water Company,Allocation,Yes,239.9,287,AF,,9900,228.9,,,,AF,"10,166,565", 229.0 ,87,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Cucamonga Valley Water District,Stage 6,Yes,3020.818,3644.68,AF,"The District bills every two months and can only estimate the monthly residential usage for the most current month. The 2013-2014 average residential consumption for the month of November is 66.0% which was used to calculate this months residential GPCD.  The 2013-2014 average commercial, industrial and institutional consumption for the month of November is 29.8%  ",202319,107,,,,AF,"293,332,758", 107.0 ,66,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Desert Water Agency,4,Yes,968125,1340722,CCF,"The Agencys service area is highly seasonal making population analysis a complex task. The State Water Resources Control Board (State Board) analyzes data on a per capita basis. Historically, DWA has submitted data based on the permanent population of the service area; however that data does not accurately reflect water use in DWAs service area which has a highly seasonal population. Based on local data, the correct population is higher than previously reported. The Residential Gallons Per Capita Per Day (R-GPCD) is being submitted using the corrected population. DWA would like it noted that the amount of fresh water outflow to the ocean during the month of November was 362,618 acre feet. Additionally, since it began recycling water Desert Water Agency has reclaimed 86,434 acre feet. If our recycled water production for November was taken into consideration against our potable production, the conservation achieved would have been several percentage points higher. ",104953,153.89,,,,CCF,"198,061,714", 153.9 ,66.9,No Correction,Colorado River,
15-Nov,11/01/2015  00:00:00,La Verne  City of,7,Yes,486.36,537.14,AF,"La Verne bills its customers bimonthly.  Therefore, not all residential customers are billed during a given month.  As such, each monthly production report will have a varying percentage of water use going to residential.  The number of days within the billing period also varies generally ranging from 56 to 70 days.  No two given periods are equal.  Residential percentages are from 2013.  City Council imposed drought penalty surcharges for excess water use effective June 1, 2015.  Residential customers are allotted 22,000 gallons per 2 month period; all other customer classes required to reduce 30% from 2013 base year demand.  Escalating penalties assessed on those customers exceeding their allotments.  Outdoor watering limited to 20 minutes per week. ",32228,94.22,,,0,AF,"67,386,075", 94.2 ,57.48,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Fullerton  City of,Three,Yes,1955.99,2195.73,AF,Bimonthly billing; will update when actual numbers are available.,138000,54.98,Door hangers were given out and some water wasters were contacted. Some complaints did not provide sufficient information for a follow-up.,Subtracted system loss from total production to calculate R-GPCD. Indirect Potable Reuse through GWRS 433.4 AF.,433.4,AF,"215,169,473", 79.1 ,51.4,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Sierra Madre  City of,3,Yes,182.54,189.5,AF,,11100,173.26,,,0,AF,"1,779,149", 173.3 ,97,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Georgetown Divide Public Utilities District,3,Yes,29.474,35.964,MG,Numbers are estimated because we read meters bi-monthly,9864,84.6,,,,MG,"3,476,000", 84.7 ,85,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Norwalk City of,2,Yes,50.76,55.97,MG,,18361,87.6,1 complaint for other water purveyors.,,1.85,MG,"140,000", 87.5 ,95,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Glendora  City of,1,Yes,708.26,913.22,AF,By ordinance watering is limited to 30 minutes per station per week. No more than 6 minutes per cycle.  ,51463,112.84,"The City of Glendora has been very proactive with our conservation efforts. In 2009 our Council adopted mandatory Stage-1 restrictions. The success of our program historically was measured against a 3 years base average of 2006, 2007 & 2008. No watering between 8am and 5pm. Excessive runoff is prohibited. Hoses must have shut off nozzles. Leaks must be repaired within 24 hrs. Restaurants provide water glasses only upon request. We issue green tags for violators and issue fines for repeat offenders. All State mandated drought restrictions are implemented by an Ordinance adopted by the City Council.","Glendoras conservation staffing consists of the following: 1 Management Analyst 1 Sr. Office Assistant 3 Conservation Officers 2 Part Time Conservation Officers for after hours for runoff patrol.  Water Use Efficiency surveys.  Presentations at 3rd, 5th and 6th grade classes. Town Hall meetings Poster Slogan Contests. Presentations at local clubs such as Rotary and Kiwanis. Conservation booths and water saving items given out at local events.  ",0,AF,"50,774,169", 116.6 ,78,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Santa Fe Irrigation District,3,Yes,606,701.9,AF,,19839,279,,,29.3,AF,"38,320,128", 278.7 ,84,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Rosamond Community Service District,3,Yes,56.7,53.4,MG,,17700,105,Watering lawns ground cover and landscaping can be accomplished on the days indicated below based on your address being even or odd watering shall not occur between the hours of 6:00 am and 6:00 pm. even number addresses may water Sunday and Thursday. Odd number addresses my water Saturday and Wednesday. No watering Monday Tuesday or Friday. Gray water can be used to water on any day of the week. Vehicles and equipment can only be washed Saturdays Sundays and Mondays from 5:00 pm to 7:00 pm using handheld bucket or automatic shutoff hose nozzle. (use of commercial car washes is encouraged) no overfilling of pools or spas. No filling or refilling of ponds streams or artificial lakes. No water use in ornamental fountains or water features except for short periods of time to prevent damage. Leaks and overflow should be fixed and adjusted quickly.   ,,,MG,"3,100,000", 95.0 ,89,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Park Water Company,3,Yes,1074.1,1342.8,AF,,116258,80.28,,,,AF,"69,999,404", 80.3 ,80,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Poway  City of,Level 2 ,Yes,639.43,818.8,AF,"Numbers reported for CII and Commercial Agricultural customers are based on meters read during the month of November. This is due to bi-monthly billing and monthly reporting. Additionally, non-revenue water is calculated at the end of each calendar year, when water production and water consumption totals are reconciled. ",48774,103.95,"The City of Poway has created a committee for Policy and Enforcement.  Additionally,a water allocation ordinance was adopted by City Council and is now incorporated into the Poway City Code. City Council will be considering a rate increase in December 2015.",Water conservation measures affect the City's ability to maintain water quality without flushing. A portion of the reportable potable water produced consists of raw water deliveries to golf courses.,,AF,"37,182,906", 104.0 ,73,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Rio Linda - Elverta Community Water District,3,Yes,38003446,57731800,G,,11013,98.92,,,0,G,"5,320,482", 98.9 ,86,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Padre Dam Municipal Water District,Level 2 Drought Alert,Yes,637.5,816.5,AF,"We have run in-depth reports of water use for CY 2014 and the results show a correct split for our District for 2014 of 78.37 percent residential use verses 21.63 percent commercial use. Commercial use includes one agricultural customer, potable irrigation, construction, government and hotel use. Padre Dam's split has historically been in this range.",90101,60.23,"Padre Dam has a water waste hotline, and online form for customers or the community to report water waste. We respond to these reports by sending a letter to the water wasting property. We also send letters weekly to customers who are showing a 25 hour continuous flow on there property to let them know they may have a leak and if so that it needs to be fixed promptly. Continued water waste and unfixed leaks result in warning actions, violations and potential penalty fines. Padre Dam staff also hand door hangers if they see properties wasting water when out in the field. ","Padre Dam revised our Rules and Regulations to reflect the changes needed for compliance with the emergency regulations. Padre Dam has implemented an aggressive outreach program to inform our customers of drought information and mandatory water use restrictions. Drought news, water use restrictions and conservation programs were include in a newsletter bill insert and emailed to all customers with email on file. Watering days information continues to be shown on bill envelopes. This information is front and center on our website and our social media sites. We also provided new printed materials on how to achieve a 20 percent reduction in our lobby. We are offering conservation classes throughout the summer to help customers implement new savings. We are also presenting at each of the local libraries throughout our service area and leaving outreach materials with them. We have added a part time staff person to work with high water users and other properties to help find water savings.",61.4,AF,"43,644,540", 60.2 ,78.37,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Millbrae  City of,2,Yes,77729,98019,CCF,,21532,64.81,,,,CCF,"20,700,842", 64.8 ,72,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Groveland Community Services District,IV,Yes,7622120,10131660,G,,3400,65,,,,G,"951,168", 65.8 ,88,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Paramount  City of,Stage 2,Yes,498.43,547.41,AF,,55051,45,,,,AF,"25,722,712", 66.9 ,68,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Pasadena  City of,Level 2,Yes,2132.9,2521.3,AF,,166482,92.7,,,0,AF,"225,586,943", 92.7 ,66.6,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Vernon  City of,Phase II,Yes,528.13,628.43,AF,,112,44.07,,,,AF,"171,942,022", 44.0 ,0.086,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Pico Water District,2,Yes,211.36,257.78,AF,"The District provided 0.09 AF of construction water that was used outside of our service area. The water was used in the San Gabriel River for the Water Replenishment District of Southern California. This usage was not included in our total production. Also, our overall reduction is at 18% as compared to 2013, which we believe is due to low usage in 2013, however our gallons used per day has dropped to 81.72. We are committed to continuing to inform our customers to reduce their water usage wherever possible during the winter months. ",25284,81.72,"This month staff has handed out 5 first time violation notices. Also, the District staff is reading some large water users meters on a weekly basis to make sure they are reducing their water consumption.",The District continues to implement our water shortage Ordinance and monitor customer's usage.,3.89,AF,"34,967,117", 81.7 ,90,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,California City  City of,Stage II,Yes,210.5,195.3,AF,"The City of California City agreed to  supplying water to the RE Barren Ridge 1 solar project starting  in July 2015, The department has limited the amount of water furnished to the project to no more than 400,000 gallons per day over the course of construction . Per the General Plan Amendment No. 1, Map 151 / Conditional Use Permit No. 1, Map No. 151 (CUP), Mitigation Measure (MM) 4.14.1",14120,87.2,,,35,AF,"32,370,081", 86.3 ,53.3,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Palo Alto  City of,See Note,Yes,253252,351903,CCF,"Percent residential use and R-GPCPD based on November meter reads, which include October consumption.",64403,70,"Palo Alto is implementing restrictions from Stage 2 of its Water Shortage Contingency Plan. Irrigation is not permitted between 10 am and 6 pm, and no watering that results in runoff to hardscape is permitted. As of May 11, the Stage 2 restrictions were amended to include a restriction on irrigation to two days per week, though some large irrigation customers are permitted to apply for an alternative irrigation plan provided that they achieve savings.","Palo Alto has implemented more of the actions listed above, but they are not new measures as of April 1 and therefore remain unchecked. Before April 1, Palo Alto has restricted allowed outdoor irrigation times, instituted the use of SmartMeters for data tracking and enforcement, and increased conservation personnel (including enforcement staff).",,CCF,"96,113,455", 69.6 ,71,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Rialto  City of,Stage 3A,Yes,619.31,741.1,AF,"The revised population, which was recently approved by the DWR in April 2015 under the Urban Water Management Plan in 2010, is 54036 from previously reported population of 48623.Total production data for 2013, 2014 and 2015 should not be used for year over year comparisons based on the distribution system's hydraulic profile and metering conditions creating inaccuracies in water accounting. A project has been implemented to correct these problems. A better measure of conservation is consumer consumption metering which shows a consistent decline in water use in year over year comparisons.",54036,90.88,,"All customers are asked for a voluntary minimum of 28% reduction in their water consumption over their last year's consumption, unless otherwise stated. Washing of automobiles, trucks, trailers, boats, airplanes and other types of mobile equipment is prohibited. Washing of the above listed vehicles or mobile equipment shall be done only at a commercial car wash where recycled water is being utilized. Such washing's are exempt from these regulations when the health, safety, and welfare of the public is contingent upon frequent vehicle cleaning such as garbage trucks and vehicles used to transport food and perishables. New water service shall be installed but water shall be used before occupancy for essential construction only and for testing of landscape irrigation systems. The installation of new landscaping for all new development/projects must be approved by the city. Commercial nurseries shall use water only between the hours of eleven p.m. and six a.m., and only with hand-held devices or with drip irrigation, and consumption shall be reduced to 28% less than the customer's last year's comparable billing period unless they are using reclaimed water. School grounds shall be watered only on odd numbered days except where they are equipped with electronic moisture sensor control systems and/or drip irrigation systems. All watering shall be done between the hours of 11 p.m. and six a.m. and consumption shall be reduced to 28% less than the customer's last year's comparable billing period unless they are using reclaimed water. All other publicly owned lawns, landscape, parks and freeways shall be watered on even-numbered days unless equipped with electronic moisture sensor control system and/or drip irrigation system. All watering shall be done only between the hours of eleven p.m. and six a.m. and consumption shall be reduced to 28% less than the customer's last year's comparable billing period unless they are using reclaimed water. Water being used during repair or maintenance of a watering system is exempt from this section. All other lawn and landscape irrigation (including residential) shall be done as follows: users with house numbers ending in an even number shall water on even numbered days only. Users with house number ending in an odd number shall water on odd numbered days only, except where equipped with electronic moisture sensor control system and/or drip irrigation systems. All watering shall be done between the hours of eight pm and six am. Swimming pools, ornamental ponds, fountains, and artificial lakes shall not be filled or refilled after being drained. All restaurants are prohibited from serving water to their customers except when specifically requested by the customer. Water used for compaction, dust control, and other types of construction shall be by permit only and will be limited to conditions of the permit or may be prohibited as determined by the city administrator, or his/her designee.",1.01,AF,Null, 90.9 ,73,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Santa Paula  City of,2,Yes,321.55,364.75,AF,,30009,86,,,,AF,"15,315,017", 88.5 ,76,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,South Pasadena  City of,Stage II Water Conservation,Yes,274,347,AF,,25899,104.8,,,,AF,"13,262,153", 104.6 ,91,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Torrance  City of,Level 2-Mandatory,Yes,1292,1579,AF,,105296,82,,,359,AF,"161,948,159", 82.6 ,62,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,West Sacramento  City of,3,Yes,664,910,AF,,50836,100,,,,AF,"62,237,623", 100.7 ,71,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Fallbrook Public Utility District,Stage 2,Yes,801.6,990.1,AF,,34894,127,,,37.1,AF,"15,575,698", 127.3 ,51,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Morgan Hill  City of,Level 2,Yes,177655000,216579000,G,This is the 1st submitted report for November 2015. All months will have two reports submitted. The first report uses a three month running average to establish the PRU and Commercial-Industrial usage and the 2nd report has the actual PRU and Commercial-Industrial usage.                  ,41779,54,,,0,G,"20,519,385", 80.8 ,57,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Valley Center Municipal Water District,Stage 2,Yes,1613.3,1999.9,AF,,25500,124.9,The District is patrolling all hours of the day to ensure that customers are complying with the District's watering restrictions.,,3.3,AF,"37,147,063", 141.6 ,20.6,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Beaumont-Cherry Valley Water District,2,Yes,719.44,894.3,AF,,42353,138.3,,,,AF,"62,250,657", 138.4 ,75,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Redwood City  City of,02-Jan-00,Yes,249445,290884,CCF,,87696,51.1,,,12598,CCF,"50,785,247", 51.1 ,72,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Lemoore  City of,Stage 1,Yes,137032000,159366000,G,,25281,86,,,,G,"72,042,183", 84.9 ,47,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Reedley  City of,2,Yes,77.03,90.97,MG,41.54 mg Total delivered to residential (residential + Apartments) / 77.03 total produced X 100 = 54%,24194,57,,,,MG,"21,870,000", 57.3 ,54,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Cordova,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,765.5,1094.4,AF,Percent Residential Use based on 2013 metered billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,43767,117,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"85,079,808", 116.6 ,61.4,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Bay Point,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,122.4,152.4,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,22258,49,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"5,474,304", 49.0 ,82,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Glendale  City of,3,Yes,1821.6,2179.8,AF,,193300,80.4,"Warning letters resulting from anonymous reports: Received first warning-  63 Received second warning  - 12   Received third warning   14 Total warning notices  89  Water Enforcement (GWP employee observation/may result in citation):  Warning Notices  72 Citations issued - 9   Water Leaks  The following customers were notified as a result of the AMI system showing continuous flow, indicating a leak. Leak Letters Mailed- 3 Telephone Calls to Customers regarding leaks - 18 Field Visits regarding leaks - 19 Automated Leak Alerts emailed - 505 ",,145.4,AF,"109,909,686", 80.9 ,79,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Fruitridge Vista Water Company,3,Yes,59321290,96883800,G,,21441,92.2,,,,G,Null, 91.3 ,99,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Culver City,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,397.4,468.7,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,36215,65,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"58,718,427", 65.4 ,54.9,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company S San Gabriel,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,192.5,212.9,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,27656,61,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,1.7,AF,"11,828,407", 60.9 ,80.5,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Galt  City of,3,Yes,89.1,130.5,MG,,24289,119,,,2.2,MG,"17,800,000", 92.3 ,75.5,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Orcutt,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,367.1,576.5,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,31872,102,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"20,430,884", 101.8 ,81.4,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Inglewood  City of,THE CITY ORDINANCE HAS BEEN UPDATED-LEVEL 1,Yes,710.993,806.83,AF,,86418,63.94,,,45.83,AF,"76,433,666", 57.8 ,64.69,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Susanville  City of,None,No,37.806,65.401,MG,,8978,,"Along with the states restrictions, the city adopted an emergency ordinance to allow watering only 3 days a week. Mon., Thurs., Sat. for even numbered addresses. Tues., Fri., Sun. for odd numbered addresses. No watering on Wed.",,,MG,"11,814,000", 97.0 ,69.14,No Correction,North Lahontan,
15-Nov,11/01/2015  00:00:00,South Feather Water and Power Agency,4,Yes,71,107,MG,,16348,120,,,,MG,"5,000,000", 144.8 ,100,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Red Bluff  City of,3,Yes,59929550,78336378,G,,14076,141.9,,,,G,"23,035,560", 87.3 ,61.5,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,El Segundo  City of,01-Jan-10,No,253736,261631,CCF,,16654,76,,,794,CCF,"55,517,423", 76.0 ,20,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Alco Water Service,3,Yes,89.116,120.526,MG,,29179,88.7,,,,MG,"11,495,000", 88.7 ,87.13,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,"Anderson, City of",2,Yes,43.032,52.065,MG,,10050,107,We are now in the winter months so there is no outdoor irrigation.  Therefore the number of complaints has fallen dramatically.  ,,0,MG,"7,032,000", 121.3 ,85,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Arvin Community Services District,second,Yes,25.23,55.44,MG,,20499,32,,,0,MG,"9,020,000", 32.0 ,78,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Atascadero Mutual Water Company,2,Yes,91.47,130.53,MG,,31462,71.68,,,,MG,"23,820,000", 71.7 ,74,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Atwater  City of,,Yes,116,241,MG,,29500,98.25,,,,MG,Null, 98.3 ,75,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Bakersfield  City of,3,Yes,1163088,1687393,CCF,," 143,298 ",150.5,,,,CCF,"213,177,600", 150.5 ,74.36,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Bella Vista Water District,3,Yes,289,600,AF,"The meters are read bimonthly, so metered usage during November includes varying portions of the daily water production quantities during the period from September 1 through November 30, 2015. Water losses are calculated in January on a calendar year basis using the AWWA Water Audit software. Monthly water production is split between all M&I usage and Agricultural using a 2-month rolling average of metered M&I and metered Agricultural consumption. Note: All District water services are metered.",17619,107,,"The District declared a water shortage emergency on February 27, 2014, and the water shortage emergency is still in effect. At that time a number of restrictions were imposed. In addition, penalty charges for exceeding bimonthly allotments were imposed. On March 23, 2015, the penalties were raised and additional restrictions were adopted. All of these actions predate the April 1, 2015, date in the above section. That is why none of the boxes in the above section were checked.",,AF,"85,698,925", 106.9 ,60,No Correction,Sacramento River,
